payment_id,invoice_id,supplier_id,payment_date,amount_pkr,days_vs_due
PAY-001241,INV-001241,SUP-002,2025-05-24,1139315.06,5
PAY-001242,INV-001242,SUP-002,2025-05-19,1179847.53,0
PAY-001243,INV-001243,SUP-002,2025-05-25,1335866.26,2
PAY-001244,INV-001244,SUP-002,2025-06-02,1696369.99,5
PAY-001245,INV-001245,SUP-002,2025-06-02,1145618.86,1
PAY-001246,INV-001246,SUP-002,2025-06-11,1418939.71,8
PAY-001247,INV-001247,SUP-002,2025-06-03,1041360.31,-3
PAY-001248,INV-001248,SUP-002,2025-06-14,1173229.88,1
PAY-001249,INV-001249,SUP-002,2025-06-23,1206371.6,8
PAY-001250,INV-001250,SUP-002,2025-06-15,1033761.15,-1
PAY-001251,INV-001251,SUP-002,2025-06-24,1212491.15,2
PAY-001252,INV-001252,SUP-002,2025-07-04,753676.91,12
PAY-001253,INV-001253,SUP-002,2025-06-26,1137868.98,1
PAY-001254,INV-001254,SUP-002,2025-06-28,926717.39,-2
PAY-001255,INV-001255,SUP-002,2025-06-30,1024350.7,-1
PAY-001256,INV-001256,SUP-002,2025-07-02,894203.33,-1
PAY-001257,INV-001257,SUP-002,2025-07-15,897016.51,4
PAY-001258,INV-001258,SUP-002,2025-07-07,1173189.37,-1
PAY-001259,INV-001259,SUP-002,2025-07-11,795203.68,-1
PAY-001260,INV-001260,SUP-002,2025-07-16,1077176.77,2
PAY-001261,INV-001261,SUP-002,2025-08-03,923912.09,17
PAY-001262,INV-001262,SUP-002,2025-08-08,1001396.5,17
PAY-001263,INV-001263,SUP-002,2025-07-23,1002127.57,0
PAY-001264,INV-001264,SUP-002,2025-08-01,922397.67,4
PAY-001265,INV-001265,SUP-002,2025-08-08,1273447.32,5
PAY-001266,INV-001266,SUP-002,2025-08-01,235130.26,-4
PAY-001267,INV-001267,SUP-001,2025-02-06,4624791.33,2
PAY-001268,INV-001268,SUP-001,2025-02-08,4789320.41,1
PAY-001269,INV-001269,SUP-001,2025-02-18,3264390.13,8
PAY-001270,INV-001270,SUP-001,2025-02-14,5766993.68,2
PAY-001271,INV-001271,SUP-001,2025-02-23,3279728.04,7
PAY-001272,INV-001272,SUP-001,2025-02-19,5600984.64,0
PAY-001273,INV-001273,SUP-001,2025-03-03,3595206.95,9
PAY-001274,INV-001274,SUP-001,2025-02-24,4478325.61,-1
PAY-001275,INV-001275,SUP-001,2025-03-03,5082771.31,1
PAY-001276,INV-001276,SUP-001,2025-03-08,3464819.63,4
PAY-001277,INV-001277,SUP-001,2025-03-04,6293689.73,-4
PAY-001278,INV-001278,SUP-001,2025-03-14,3238244.07,5
PAY-001279,INV-001279,SUP-001,2025-03-18,5328692.75,6
PAY-001280,INV-001280,SUP-001,2025-03-20,3842593.1,6
PAY-001281,INV-001281,SUP-001,2025-04-07,4947189.72,19
PAY-001282,INV-001282,SUP-001,2025-03-19,4632036.6,-1
PAY-001283,INV-001283,SUP-001,2025-03-22,3277463.97,-1
PAY-001284,INV-001284,SUP-001,2025-03-24,6049799.81,-1
PAY-001285,INV-001285,SUP-001,2025-03-31,3203821.93,2
PAY-001286,INV-001286,SUP-001,2025-03-28,7157715.49,-4
PAY-001287,INV-001287,SUP-001,2025-04-08,7606413.99,3
PAY-001288,INV-001288,SUP-001,2025-04-10,10133381.74,2
PAY-001289,INV-001289,SUP-001,2025-04-11,9118751.95,2
PAY-001290,INV-001290,SUP-001,2025-04-15,6979538.72,2
PAY-001291,INV-001291,SUP-001,2025-04-22,11432695.75,6
PAY-001292,INV-001292,SUP-001,2025-04-20,7462705.85,0
PAY-001293,INV-001293,SUP-001,2025-04-23,10918983.59,0
PAY-001294,INV-001294,SUP-001,2025-04-25,6486140.06,-1
PAY-001295,INV-001295,SUP-001,2025-05-10,9765043.57,6
PAY-001296,INV-001296,SUP-001,2025-05-04,9200767.62,0
PAY-001297,INV-001297,SUP-001,2025-05-13,5166244.24,9
PAY-001298,INV-001298,SUP-001,2025-05-09,6472484.07,2
PAY-001299,INV-001299,SUP-001,2025-05-18,3801292.16,2
PAY-001300,INV-001300,SUP-001,2025-05-18,7292616.88,-1
PAY-001301,INV-001301,SUP-001,2025-05-15,4040863.48,-1
PAY-001302,INV-001302,SUP-001,2025-06-07,5733073.48,20
PAY-001303,INV-001303,SUP-001,2025-05-22,5768390.44,1
PAY-001304,INV-001304,SUP-001,2025-05-22,4608563.4,-4
PAY-001305,INV-001305,SUP-001,2025-06-04,7568487.46,8
PAY-001306,INV-001306,SUP-001,2025-06-23,4201303.01,23
PAY-001307,INV-001307,SUP-001,2025-06-06,5911811.58,0
PAY-001308,INV-001308,SUP-001,2025-06-07,4029218.5,0
PAY-001309,INV-001309,SUP-001,2025-06-07,4714571.14,-1
PAY-001310,INV-001310,SUP-001,2025-06-11,4839620.43,0
PAY-001311,INV-001311,SUP-001,2025-06-16,3730843.77,2
PAY-001312,INV-001312,SUP-001,2025-06-19,4882355.0,2
PAY-001313,INV-001313,SUP-001,2025-06-24,3151859.05,2
PAY-001314,INV-001314,SUP-001,2025-06-30,5142833.12,5
PAY-001315,INV-001315,SUP-001,2025-06-25,3480861.51,-2
PAY-001316,INV-001316,SUP-001,2025-07-01,4595618.08,-1
PAY-001317,INV-001317,SUP-001,2025-07-24,4478012.54,21
PAY-001318,INV-001318,SUP-001,2025-07-06,3239433.02,0
PAY-001319,INV-001319,SUP-001,2025-07-07,4547512.96,-2
PAY-001320,INV-001320,SUP-001,2025-07-13,2900836.75,1
PAY-001321,INV-001321,SUP-001,2025-07-17,5584012.8,1
PAY-001322,INV-001322,SUP-001,2025-07-20,3279863.39,-1
PAY-001323,INV-001323,SUP-001,2025-07-29,4054530.12,7
PAY-001324,INV-001324,SUP-001,2025-07-26,4093605.37,-1
PAY-001325,INV-001325,SUP-001,2025-07-29,2788205.62,-3
PAY-001326,INV-001326,SUP-001,2025-08-18,5649124.31,20
PAY-001327,INV-001327,SUP-001,2025-08-11,1018732.39,3
PAY-001328,INV-001328,SUP-001,2025-02-04,3872409.28,0
PAY-001329,INV-001329,SUP-001,2025-02-05,4012597.22,0
PAY-001330,INV-001330,SUP-001,2025-02-08,2719061.38,0
PAY-001331,INV-001331,SUP-001,2025-02-11,4712160.83,-1
PAY-001332,INV-001332,SUP-001,2025-02-15,2640648.23,1
PAY-001333,INV-001333,SUP-001,2025-02-19,4299137.54,2
PAY-001334,INV-001334,SUP-001,2025-02-25,3113994.03,3
PAY-001335,INV-001335,SUP-001,2025-02-25,3826521.35,1
PAY-001336,INV-001336,SUP-001,2025-02-26,3773403.73,0
PAY-001337,INV-001337,SUP-001,2025-03-05,3129458.93,2
PAY-001338,INV-001338,SUP-001,2025-03-07,4901621.68,2
PAY-001339,INV-001339,SUP-001,2025-03-07,2424532.21,-2
PAY-001340,INV-001340,SUP-001,2025-03-13,4712025.81,2
PAY-001341,INV-001341,SUP-001,2025-04-04,3464237.79,22
PAY-001342,INV-001342,SUP-001,2025-03-18,3853976.82,2
PAY-001343,INV-001343,SUP-001,2025-03-29,4384305.6,8
PAY-001344,INV-001344,SUP-001,2025-03-21,3243086.29,-3
PAY-001345,INV-001345,SUP-001,2025-03-27,4879854.11,0
PAY-001346,INV-001346,SUP-001,2025-03-31,2941059.59,1
PAY-001347,INV-001347,SUP-001,2025-04-04,6152565.77,2
PAY-001348,INV-001348,SUP-001,2025-04-05,6180023.51,0
PAY-001349,INV-001349,SUP-001,2025-04-10,7798688.96,2
PAY-001350,INV-001350,SUP-001,2025-04-09,5833094.4,-4
PAY-001351,INV-001351,SUP-001,2025-04-21,11289668.41,2
PAY-001352,INV-001352,SUP-001,2025-04-19,5483171.3,-1
PAY-001353,INV-001353,SUP-001,2025-05-02,9993668.06,8
PAY-001354,INV-001354,SUP-001,2025-04-25,6811210.71,-1
PAY-001355,INV-001355,SUP-001,2025-05-01,8357903.54,2
PAY-001356,INV-001356,SUP-001,2025-04-30,7718815.07,-1
PAY-001357,INV-001357,SUP-001,2025-05-04,4034805.19,0
PAY-001358,INV-001358,SUP-001,2025-05-10,5247820.07,0
PAY-001359,INV-001359,SUP-001,2025-05-11,3040539.46,-1
PAY-001360,INV-001360,SUP-001,2025-05-18,5567434.08,6
PAY-001361,INV-001361,SUP-001,2025-05-14,3906430.78,-1
PAY-001362,INV-001362,SUP-001,2025-05-19,5147545.83,0
PAY-001363,INV-001363,SUP-001,2025-05-28,4311243.78,5
PAY-001364,INV-001364,SUP-001,2025-05-23,3405948.78,-1
PAY-001365,INV-001365,SUP-001,2025-06-19,5853307.71,22
PAY-001366,INV-001366,SUP-001,2025-05-30,3488672.9,0
PAY-001367,INV-001367,SUP-001,2025-06-02,5332002.64,0
PAY-001368,INV-001368,SUP-001,2025-06-27,3102624.26,20
PAY-001369,INV-001369,SUP-001,2025-06-08,4127343.47,-1
PAY-001370,INV-001370,SUP-001,2025-06-18,4251454.01,3
PAY-001371,INV-001371,SUP-001,2025-06-24,3133261.51,8
PAY-001372,INV-001372,SUP-001,2025-06-21,4428348.33,2
PAY-001373,INV-001373,SUP-001,2025-06-23,2761675.99,2
PAY-001374,INV-001374,SUP-001,2025-06-26,4670432.29,1
PAY-001375,INV-001375,SUP-001,2025-06-26,2761542.58,-1
PAY-001376,INV-001376,SUP-001,2025-06-29,3855727.17,-1
PAY-001377,INV-001377,SUP-001,2025-07-04,3514130.65,2
PAY-001378,INV-001378,SUP-001,2025-07-04,2392528.63,-1
PAY-001379,INV-001379,SUP-001,2025-07-10,4256150.85,0
PAY-001380,INV-001380,SUP-001,2025-07-16,2438162.82,4
PAY-001381,INV-001381,SUP-001,2025-07-13,4398987.41,-1
PAY-001382,INV-001382,SUP-001,2025-07-19,2783010.52,1
PAY-001383,INV-001383,SUP-001,2025-07-23,3562956.23,1
PAY-001384,INV-001384,SUP-001,2025-07-23,3545459.81,0
PAY-001385,INV-001385,SUP-001,2025-07-29,2798853.6,3
PAY-001386,INV-001386,SUP-001,2025-08-03,4470325.24,3
PAY-001387,INV-001387,SUP-001,2025-07-30,804398.05,-4
PAY-001388,INV-001388,SUP-001,2025-02-06,1856289.26,2
PAY-001389,INV-001389,SUP-001,2025-02-04,1960468.27,-3
PAY-001390,INV-001390,SUP-001,2025-02-12,1554187.31,2
PAY-001391,INV-001391,SUP-001,2025-02-15,2191862.38,3
PAY-001392,INV-001392,SUP-001,2025-02-13,1485792.82,-3
PAY-001393,INV-001393,SUP-001,2025-02-17,2266948.29,-2
PAY-001394,INV-001394,SUP-001,2025-02-21,1690469.12,0
PAY-001395,INV-001395,SUP-001,2025-02-25,1801797.19,-1
PAY-001396,INV-001396,SUP-001,2025-02-28,1764157.14,2
PAY-001397,INV-001397,SUP-001,2025-03-03,1675250.1,0
PAY-001398,INV-001398,SUP-001,2025-03-14,2532514.55,9
PAY-001399,INV-001399,SUP-001,2025-04-01,1529353.86,23
PAY-001400,INV-001400,SUP-001,2025-03-11,2504670.56,-1
PAY-001401,INV-001401,SUP-001,2025-03-14,1493320.6,-1
PAY-001402,INV-001402,SUP-001,2025-03-16,1815893.72,-1
PAY-001403,INV-001403,SUP-001,2025-03-25,1916736.12,1
PAY-001404,INV-001404,SUP-001,2025-03-24,1548629.18,1
PAY-001405,INV-001405,SUP-001,2025-03-30,2389714.82,-1
PAY-001406,INV-001406,SUP-001,2025-04-18,1446407.92,19
PAY-001407,INV-001407,SUP-001,2025-04-08,2987245.88,0
PAY-001408,INV-001408,SUP-001,2025-04-14,3542084.88,3
PAY-001409,INV-001409,SUP-001,2025-04-22,2826277.09,8
PAY-001410,INV-001410,SUP-001,2025-04-17,4302805.79,2
PAY-001411,INV-001411,SUP-001,2025-05-01,2552676.84,6
PAY-001412,INV-001412,SUP-001,2025-04-25,4047416.51,2
PAY-001413,INV-001413,SUP-001,2025-04-24,3103728.51,-1
PAY-001414,INV-001414,SUP-001,2025-04-30,3481247.8,2
PAY-001415,INV-001415,SUP-001,2025-05-09,3630593.6,8
PAY-001416,INV-001416,SUP-001,2025-05-07,2151858.52,1
PAY-001417,INV-001417,SUP-001,2025-05-09,2625505.82,1
PAY-001418,INV-001418,SUP-001,2025-05-17,1603748.95,8
PAY-001419,INV-001419,SUP-001,2025-05-18,2631039.58,2
PAY-001420,INV-001420,SUP-001,2025-05-17,1973841.84,2
PAY-001421,INV-001421,SUP-001,2025-05-29,2545186.71,7
PAY-001422,INV-001422,SUP-001,2025-05-24,2629958.89,3
PAY-001423,INV-001423,SUP-001,2025-06-04,1958569.07,7
PAY-001424,INV-001424,SUP-001,2025-06-06,3003906.07,9
PAY-001425,INV-001425,SUP-001,2025-06-03,1871970.62,3
PAY-001426,INV-001426,SUP-001,2025-06-23,2293774.22,21
PAY-001427,INV-001427,SUP-001,2025-06-06,1729266.22,-1
PAY-001428,INV-001428,SUP-001,2025-06-14,2134738.24,-1
PAY-001429,INV-001429,SUP-001,2025-06-10,2013993.16,-1
PAY-001430,INV-001430,SUP-001,2025-06-17,1727898.1,1
PAY-001431,INV-001431,SUP-001,2025-06-28,2267889.24,9
PAY-001432,INV-001432,SUP-001,2025-06-20,1255782.35,0
PAY-001433,INV-001433,SUP-001,2025-06-27,2014054.28,1
PAY-001434,INV-001434,SUP-001,2025-07-01,1568674.83,1
PAY-001435,INV-001435,SUP-001,2025-07-04,1802377.19,5
PAY-001436,INV-001436,SUP-001,2025-07-05,1920104.57,2
PAY-001437,INV-001437,SUP-001,2025-07-06,1323748.55,0
PAY-001438,INV-001438,SUP-001,2025-07-07,1950416.9,-3
PAY-001439,INV-001439,SUP-001,2025-07-17,1425354.48,5
PAY-001440,INV-001440,SUP-001,2025-07-17,2112669.08,1
PAY-001441,INV-001441,SUP-001,2025-07-19,1489448.25,2
PAY-001442,INV-001442,SUP-001,2025-07-27,1543226.72,7
PAY-001443,INV-001443,SUP-001,2025-07-28,1985639.12,0
PAY-001444,INV-001444,SUP-001,2025-08-03,1356497.3,8
PAY-001445,INV-001445,SUP-001,2025-08-06,2433154.47,7
PAY-001446,INV-001446,SUP-001,2025-08-07,451266.09,6
PAY-001447,INV-001447,SUP-005,2025-01-17,242914.49,0
PAY-001448,INV-001448,SUP-005,2025-02-10,225601.73,20
PAY-001449,INV-001449,SUP-005,2025-01-22,210589.44,0
PAY-001450,INV-001450,SUP-005,2025-01-30,194904.86,4
PAY-001451,INV-001451,SUP-005,2025-02-02,199744.99,9
PAY-001452,INV-001452,SUP-005,2025-01-26,195591.86,-1
PAY-001453,INV-001453,SUP-005,2025-02-11,118749.51,12
PAY-001454,INV-001454,SUP-005,2025-02-07,211270.66,8
PAY-001455,INV-001455,SUP-005,2025-02-02,241379.25,-1
PAY-001456,INV-001456,SUP-005,2025-02-07,165015.68,3
PAY-001457,INV-001457,SUP-005,2025-02-28,181362.75,22
PAY-001458,INV-001458,SUP-005,2025-02-08,221217.59,-1
PAY-001459,INV-001459,SUP-005,2025-02-11,232862.7,2
PAY-001460,INV-001460,SUP-005,2025-02-15,150114.41,1
PAY-001461,INV-001461,SUP-005,2025-02-14,200210.72,1
PAY-001462,INV-001462,SUP-005,2025-02-16,256633.78,-1
PAY-001463,INV-001463,SUP-005,2025-02-19,201805.4,0
PAY-001464,INV-001464,SUP-005,2025-02-27,265478.48,6
PAY-001465,INV-001465,SUP-005,2025-02-20,238418.74,-1
PAY-001466,INV-001466,SUP-005,2025-02-27,272949.59,2
PAY-001467,INV-001467,SUP-005,2025-03-06,160076.14,9
PAY-001468,INV-001468,SUP-005,2025-03-03,254494.69,3
PAY-001469,INV-001469,SUP-005,2025-03-03,264737.82,1
PAY-001470,INV-001470,SUP-005,2025-03-09,177788.5,5
PAY-001471,INV-001471,SUP-005,2025-03-08,232528.48,1
PAY-001472,INV-001472,SUP-005,2025-03-09,244194.98,1
PAY-001473,INV-001473,SUP-005,2025-03-13,203027.56,2
PAY-001474,INV-001474,SUP-005,2025-03-15,145388.09,2
PAY-001475,INV-001475,SUP-005,2025-03-16,164671.82,0
PAY-001476,INV-001476,SUP-005,2025-03-25,258521.96,9
PAY-001477,INV-001477,SUP-005,2025-03-18,273988.79,-1
PAY-001478,INV-001478,SUP-005,2025-03-22,293424.17,1
PAY-001479,INV-001479,SUP-005,2025-03-24,237059.26,2
PAY-001480,INV-001480,SUP-005,2025-03-26,227678.46,0
PAY-001481,INV-001481,SUP-005,2025-03-28,245097.74,1
PAY-001482,INV-001482,SUP-005,2025-03-30,315225.77,0
PAY-001483,INV-001483,SUP-005,2025-04-08,220326.31,1
PAY-001484,INV-001484,SUP-005,2025-04-05,262143.35,1
PAY-001485,INV-001485,SUP-005,2025-04-11,269753.09,5
PAY-001486,INV-001486,SUP-005,2025-04-10,299784.64,1
PAY-001487,INV-001487,SUP-005,2025-04-17,195548.88,7
PAY-001488,INV-001488,SUP-005,2025-04-12,300566.05,0
PAY-001489,INV-001489,SUP-005,2025-04-15,283819.46,-1
PAY-001490,INV-001490,SUP-005,2025-04-16,206982.03,-2
PAY-001491,INV-001491,SUP-005,2025-04-19,299014.23,-1
PAY-001492,INV-001492,SUP-005,2025-04-21,234419.65,0
PAY-001493,INV-001493,SUP-005,2025-04-20,122481.58,-2
PAY-001494,INV-001494,SUP-005,2025-04-22,216947.93,-3
PAY-001495,INV-001495,SUP-005,2025-04-30,333873.82,2
PAY-001496,INV-001496,SUP-005,2025-05-04,219893.41,2
PAY-001497,INV-001497,SUP-005,2025-05-05,239793.84,3
PAY-001498,INV-001498,SUP-005,2025-05-28,213465.24,24
PAY-001499,INV-001499,SUP-005,2025-05-05,266664.33,1
PAY-001500,INV-001500,SUP-005,2025-05-13,180159.91,7
PAY-001501,INV-001501,SUP-005,2025-05-10,207856.54,1
PAY-001502,INV-001502,SUP-005,2025-05-12,267599.35,0
PAY-001503,INV-001503,SUP-005,2025-05-16,215435.89,1
PAY-001504,INV-001504,SUP-005,2025-05-14,214698.47,-1
PAY-001505,INV-001505,SUP-005,2025-05-21,289436.09,3
PAY-001506,INV-001506,SUP-005,2025-05-19,223814.49,-1
PAY-001507,INV-001507,SUP-005,2025-06-13,156990.71,23
PAY-001508,INV-001508,SUP-005,2025-05-21,226778.29,-4
PAY-001509,INV-001509,SUP-005,2025-05-24,265774.89,-1
PAY-001510,INV-001510,SUP-005,2025-05-28,169194.6,0
PAY-001511,INV-001511,SUP-005,2025-06-06,208747.82,8
PAY-001512,INV-001512,SUP-005,2025-06-03,241615.33,0
PAY-001513,INV-001513,SUP-005,2025-06-04,161212.68,1
PAY-001514,INV-001514,SUP-005,2025-06-07,241773.61,0
PAY-001515,INV-001515,SUP-005,2025-06-08,242623.97,0
PAY-001516,INV-001516,SUP-005,2025-06-09,176693.08,0
PAY-001517,INV-001517,SUP-005,2025-06-13,170286.34,0
PAY-001518,INV-001518,SUP-005,2025-06-21,181956.29,2
PAY-001519,INV-001519,SUP-005,2025-06-20,248922.59,0
PAY-001520,INV-001520,SUP-005,2025-06-16,169028.8,-4
PAY-001521,INV-001521,SUP-005,2025-06-25,222721.73,2
PAY-001522,INV-001522,SUP-005,2025-06-29,251768.44,2
PAY-001523,INV-001523,SUP-005,2025-07-02,170513.19,9
PAY-001524,INV-001524,SUP-005,2025-06-26,223719.26,1
PAY-001525,INV-001525,SUP-005,2025-06-30,170408.99,2
PAY-001526,INV-001526,SUP-005,2025-07-02,250527.87,1
PAY-001527,INV-001527,SUP-005,2025-07-02,156912.41,-1
PAY-001528,INV-001528,SUP-005,2025-07-15,231206.48,8
PAY-001529,INV-001529,SUP-005,2025-07-08,235591.98,1
PAY-001530,INV-001530,SUP-005,2025-07-09,188519.8,2
PAY-001531,INV-001531,SUP-005,2025-07-14,209205.39,2
PAY-001532,INV-001532,SUP-005,2025-07-13,191135.4,-1
PAY-001533,INV-001533,SUP-005,2025-07-22,205831.25,8
PAY-001534,INV-001534,SUP-005,2025-07-24,71909.32,7
PAY-001535,INV-001535,SUP-005,2025-01-19,34663.63,0
PAY-001536,INV-001536,SUP-005,2025-01-19,25240.89,-1
PAY-001537,INV-001537,SUP-005,2025-01-21,22325.28,0
PAY-001538,INV-001538,SUP-005,2025-01-22,30288.07,-3
PAY-001539,INV-001539,SUP-005,2025-01-23,27378.13,-1
PAY-001540,INV-001540,SUP-005,2025-01-31,29258.42,5
PAY-001541,INV-001541,SUP-005,2025-01-31,16660.84,0
PAY-001542,INV-001542,SUP-005,2025-02-04,31164.68,4
PAY-001543,INV-001543,SUP-005,2025-02-05,26678.57,2
PAY-001544,INV-001544,SUP-005,2025-02-03,22768.58,-1
PAY-001545,INV-001545,SUP-005,2025-02-05,21641.17,-1
PAY-001546,INV-001546,SUP-005,2025-02-13,23222.89,4
PAY-001547,INV-001547,SUP-005,2025-02-14,21349.84,4
PAY-001548,INV-001548,SUP-005,2025-02-13,16918.22,2
PAY-001549,INV-001549,SUP-005,2025-02-15,25482.15,1
PAY-001550,INV-001550,SUP-005,2025-02-18,25776.37,2
PAY-001551,INV-001551,SUP-005,2025-02-20,24543.01,3
PAY-001552,INV-001552,SUP-005,2025-02-21,30394.25,2
PAY-001553,INV-001553,SUP-005,2025-02-24,23946.26,0
PAY-001554,INV-001554,SUP-005,2025-02-25,28151.79,-1
PAY-001555,INV-001555,SUP-005,2025-03-07,18452.09,8
PAY-001556,INV-001556,SUP-005,2025-03-01,27557.65,1
PAY-001557,INV-001557,SUP-005,2025-03-03,34080.86,1
PAY-001558,INV-001558,SUP-005,2025-03-02,25852.99,-3
PAY-001559,INV-001559,SUP-005,2025-03-06,29652.29,0
PAY-001560,INV-001560,SUP-005,2025-03-09,28419.87,0
PAY-001561,INV-001561,SUP-005,2025-03-11,33595.04,2
PAY-001562,INV-001562,SUP-005,2025-03-12,17207.31,-1
PAY-001563,INV-001563,SUP-005,2025-03-20,27396.89,2
PAY-001564,INV-001564,SUP-005,2025-03-22,35272.9,2
PAY-001565,INV-001565,SUP-005,2025-03-18,31622.83,0
PAY-001566,INV-001566,SUP-005,2025-03-27,28125.08,8
PAY-001567,INV-001567,SUP-005,2025-03-30,39523.94,6
PAY-001568,INV-001568,SUP-005,2025-03-26,39573.94,1
PAY-001569,INV-001569,SUP-005,2025-03-25,29888.02,-1
PAY-001570,INV-001570,SUP-005,2025-03-28,42823.72,-1
PAY-001571,INV-001571,SUP-005,2025-04-01,39344.08,2
PAY-001572,INV-001572,SUP-005,2025-03-30,32838.61,-2
PAY-001573,INV-001573,SUP-005,2025-04-03,29839.14,0
PAY-001574,INV-001574,SUP-005,2025-04-23,35921.25,17
PAY-001575,INV-001575,SUP-005,2025-04-09,35371.0,0
PAY-001576,INV-001576,SUP-005,2025-04-08,25423.9,0
PAY-001577,INV-001577,SUP-005,2025-04-11,36342.31,-1
PAY-001578,INV-001578,SUP-005,2025-05-05,32781.55,23
PAY-001579,INV-001579,SUP-005,2025-04-15,29529.56,0
PAY-001580,INV-001580,SUP-005,2025-05-05,42507.7,19
PAY-001581,INV-001581,SUP-005,2025-04-19,22126.36,-1
PAY-001582,INV-001582,SUP-005,2025-04-21,33507.78,0
PAY-001583,INV-001583,SUP-005,2025-04-24,22983.49,1
PAY-001584,INV-001584,SUP-005,2025-05-02,37317.18,7
PAY-001585,INV-001585,SUP-005,2025-04-27,30161.13,-1
PAY-001586,INV-001586,SUP-005,2025-05-03,27129.31,5
PAY-001587,INV-001587,SUP-005,2025-04-28,34104.32,-4
PAY-001588,INV-001588,SUP-005,2025-05-03,28245.35,1
PAY-001589,INV-001589,SUP-005,2025-05-15,35765.42,9
PAY-001590,INV-001590,SUP-005,2025-05-06,16779.61,0
PAY-001591,INV-001591,SUP-005,2025-05-09,34331.52,-1
PAY-001592,INV-001592,SUP-005,2025-05-15,35207.45,4
PAY-001593,INV-001593,SUP-005,2025-05-15,26274.8,1
PAY-001594,INV-001594,SUP-005,2025-05-12,28340.84,-4
PAY-001595,INV-001595,SUP-005,2025-05-23,36107.78,7
PAY-001596,INV-001596,SUP-005,2025-05-18,33369.0,0
PAY-001597,INV-001597,SUP-005,2025-05-21,20734.89,0
PAY-001598,INV-001598,SUP-005,2025-05-26,27701.21,2
PAY-001599,INV-001599,SUP-005,2025-05-30,26582.92,3
PAY-001600,INV-001600,SUP-005,2025-06-01,22593.85,6
PAY-001601,INV-001601,SUP-005,2025-05-31,22818.94,-1
PAY-001602,INV-001602,SUP-005,2025-05-31,27312.35,1
PAY-001603,INV-001603,SUP-005,2025-06-03,22672.57,1
PAY-001604,INV-001604,SUP-005,2025-06-03,17636.54,-1
PAY-001605,INV-001605,SUP-005,2025-06-06,29612.23,0
PAY-001606,INV-001606,SUP-005,2025-06-08,38478.31,-1
PAY-001607,INV-001607,SUP-005,2025-06-07,19651.15,-4
PAY-001608,INV-001608,SUP-005,2025-06-21,22793.94,8
PAY-001609,INV-001609,SUP-005,2025-06-15,22155.6,2
PAY-001610,INV-001610,SUP-005,2025-06-16,27519.87,0
PAY-001611,INV-001611,SUP-005,2025-06-22,22524.63,4
PAY-001612,INV-001612,SUP-005,2025-07-01,28214.14,8
PAY-001613,INV-001613,SUP-005,2025-06-21,30542.55,0
PAY-001614,INV-001614,SUP-005,2025-06-27,23039.06,2
PAY-001615,INV-001615,SUP-005,2025-07-01,32424.92,2
PAY-001616,INV-001616,SUP-005,2025-06-27,22115.92,0
PAY-001617,INV-001617,SUP-005,2025-07-02,30937.55,1
PAY-001618,INV-001618,SUP-005,2025-07-01,19819.25,0
PAY-001619,INV-001619,SUP-005,2025-07-04,24648.69,-1
PAY-001620,INV-001620,SUP-005,2025-07-15,28466.17,8
PAY-001621,INV-001621,SUP-005,2025-07-20,23665.2,10
PAY-001622,INV-001622,SUP-005,2025-07-07,22364.82,-4
PAY-001623,INV-001623,SUP-005,2025-07-12,31498.71,0
PAY-001624,INV-001624,SUP-005,2025-07-14,26573.96,1
PAY-001625,INV-001625,SUP-005,2025-08-07,10389.17,22
PAY-001626,INV-001626,SUP-005,2025-01-16,54513.26,0
PAY-001627,INV-001627,SUP-005,2025-01-17,65983.72,-1
PAY-001628,INV-001628,SUP-005,2025-01-22,48811.87,1
PAY-001629,INV-001629,SUP-005,2025-01-24,33781.78,2
PAY-001630,INV-001630,SUP-005,2025-01-23,51692.07,-1
PAY-001631,INV-001631,SUP-005,2025-01-31,60579.8,1
PAY-001632,INV-001632,SUP-005,2025-01-30,32307.17,2
PAY-001633,INV-001633,SUP-005,2025-02-01,50240.81,1
PAY-001634,INV-001634,SUP-005,2025-02-06,67650.05,5
PAY-001635,INV-001635,SUP-005,2025-02-03,49211.91,0
PAY-001636,INV-001636,SUP-005,2025-02-21,40170.3,16
PAY-001637,INV-001637,SUP-005,2025-02-08,63753.0,0
PAY-001638,INV-001638,SUP-005,2025-02-13,69567.82,2
PAY-001639,INV-001639,SUP-005,2025-02-12,41030.21,1
PAY-001640,INV-001640,SUP-005,2025-02-16,51405.0,2
PAY-001641,INV-001641,SUP-005,2025-02-18,54747.63,1
PAY-001642,INV-001642,SUP-005,2025-02-21,43601.78,2
PAY-001643,INV-001643,SUP-005,2025-02-20,42853.95,0
PAY-001644,INV-001644,SUP-005,2025-02-19,53947.47,-3
PAY-001645,INV-001645,SUP-005,2025-02-25,66289.47,0
PAY-001646,INV-001646,SUP-005,2025-02-28,37259.37,1
PAY-001647,INV-001647,SUP-005,2025-03-02,35336.85,1
PAY-001648,INV-001648,SUP-005,2025-03-21,57599.7,16
PAY-001649,INV-001649,SUP-005,2025-03-05,40788.66,2
PAY-001650,INV-001650,SUP-005,2025-03-05,43564.64,-1
PAY-001651,INV-001651,SUP-005,2025-03-11,54813.13,0
PAY-001652,INV-001652,SUP-005,2025-03-12,67235.7,-2
PAY-001653,INV-001653,SUP-005,2025-03-13,32503.95,1
PAY-001654,INV-001654,SUP-005,2025-03-23,38286.06,7
